trip_id,pickup_time,drop_time,pickup_area,drop_area,distance_km,fare_inr,ride_type,driver_id,trip_duration_mins,hour,weekday,is_peak
1483,2023-07-13 09:59:00,2023-07-13 10:13:00,Marathahalli,Indiranagar,4.3,102.73,Auto,D023,14.0,9,Thursday,1
1484,2023-07-18 21:44:00,2023-07-18 22:04:00,HSR Layout,Hebbal,14.3,270.89,Ola,D029,20.0,21,Tuesday,0
1485,2023-07-15 16:20:00,2023-07-15 16:48:00,Hebbal,Marathahalli,8.8,172.01,Auto,D044,28.0,16,Saturday,0
1486,2023-07-06 17:15:00,2023-07-06 17:47:00,Jayanagar,Marathahalli,5.8,106.73,Auto,D026,32.0,17,Thursday,1
1487,2023-07-25 13:11:00,2023-07-25 13:31:00,Koramangala,Electronic City,6.4,130.06,Auto,D025,20.0,13,Tuesday,0
1488,2023-07-10 11:45:00,2023-07-10 12:23:00,Marathahalli,Jayanagar,12.4,236.77,Ola,D050,38.0,11,Monday,0
1489,2023-07-23 14:53:00,2023-07-23 15:08:00,Jayanagar,Electronic City,12.2,248.12,Uber,D021,15.0,14,Sunday,0
1490,2023-07-17 11:05:00,2023-07-17 11:21:00,Koramangala,Jayanagar,9.6,222.2,Uber,D043,16.0,11,Monday,0
1491,2023-07-08 17:17:00,2023-07-08 17:42:00,Marathahalli,Hebbal,7.0,144.84,Uber,D011,25.0,17,Saturday,1
1492,2023-07-08 06:26:00,2023-07-08 07:06:00,Electronic City,Hebbal,8.7,201.24,Auto,D023,40.0,6,Saturday,0
1493,2023-07-01 21:39:00,2023-07-01 21:59:00,Marathahalli,BTM Layout,12.8,274.43,Ola,D003,20.0,21,Saturday,0
1494,2023-07-30 15:24:00,2023-07-30 15:43:00,Jayanagar,MG Road,14.6,277.15,Auto,D005,19.0,15,Sunday,0
1495,2023-07-03 16:46:00,2023-07-03 17:29:00,HSR Layout,Koramangala,6.3,117.25,Ola,D027,43.0,16,Monday,0
1496,2023-07-13 13:31:00,2023-07-13 13:58:00,HSR Layout,Indiranagar,8.4,158.53,Auto,D028,27.0,13,Thursday,0
1497,2023-07-05 11:59:00,2023-07-05 12:12:00,Koramangala,Whitefield,9.7,184.57,Ola,D006,13.0,11,Wednesday,0
1498,2023-07-09 19:46:00,2023-07-09 20:02:00,HSR Layout,Koramangala,4.4,103.83,Uber,D035,16.0,19,Sunday,1
1499,2023-07-19 14:46:00,2023-07-19 15:26:00,Whitefield,BTM Layout,5.4,126.45,Uber,D016,40.0,14,Wednesday,0
1500,2023-07-09 14:50:00,2023-07-09 15:22:00,BTM Layout,Marathahalli,13.7,248.87,Auto,D027,32.0,14,Sunday,0
1501,2023-07-22 22:52:00,2023-07-22 23:06:00,Hebbal,BTM Layout,12.9,319.72,Ola,D048,14.0,22,Saturday,0
1502,2023-07-17 07:18:00,2023-07-17 07:46:00,Jayanagar,HSR Layout,12.2,290.74,Auto,D050,28.0,7,Monday,1
1503,2023-07-29 14:38:00,2023-07-29 14:49:00,Jayanagar,HSR Layout,11.0,268.74,Ola,D036,11.0,14,Saturday,0
1504,2023-07-13 13:34:00,2023-07-13 14:19:00,MG Road,Hebbal,6.2,115.01,Uber,D050,45.0,13,Thursday,0
1505,2023-07-12 06:11:00,2023-07-12 06:54:00,MG Road,HSR Layout,6.6,132.5,Ola,D043,43.0,6,Wednesday,0
1506,2023-07-20 22:13:00,2023-07-20 22:44:00,HSR Layout,Electronic City,8.8,192.57,Ola,D027,31.0,22,Thursday,0
1507,2023-07-28 20:14:00,2023-07-28 20:49:00,Koramangala,BTM Layout,3.9,83.06,Uber,D049,35.0,20,Friday,0
1508,2023-07-30 18:21:00,2023-07-30 18:37:00,BTM Layout,Hebbal,11.0,221.77,Ola,D031,16.0,18,Sunday,1
1509,2023-07-07 10:27:00,2023-07-07 11:05:00,Jayanagar,Marathahalli,8.7,214.19,Ola,D011,38.0,10,Friday,0
1510,2023-07-25 11:31:00,2023-07-25 12:01:00,Electronic City,Hebbal,13.2,292.25,Ola,D031,30.0,11,Tuesday,0
1511,2023-07-21 08:47:00,2023-07-21 09:02:00,Electronic City,BTM Layout,14.0,288.6,Uber,D018,15.0,8,Friday,1
1512,2023-07-20 09:37:00,2023-07-20 10:00:00,Hebbal,Marathahalli,6.9,155.1,Ola,D042,23.0,9,Thursday,1
1513,2023-07-22 19:40:00,2023-07-22 20:18:00,Indiranagar,Jayanagar,12.4,225.0,Auto,D050,38.0,19,Saturday,1
1514,2023-07-12 11:16:00,2023-07-12 11:57:00,Whitefield,BTM Layout,10.5,214.13,Ola,D044,41.0,11,Wednesday,0
1515,2023-07-16 16:17:00,2023-07-16 16:52:00,HSR Layout,Koramangala,7.5,174.26,Uber,D015,35.0,16,Sunday,0
1516,2023-07-28 14:01:00,2023-07-28 14:18:00,Electronic City,MG Road,5.4,110.99,Auto,D009,17.0,14,Friday,0
1517,2023-07-22 11:10:00,2023-07-22 11:40:00,Marathahalli,Hebbal,4.2,92.79,Auto,D020,30.0,11,Saturday,0
1518,2023-07-23 07:22:00,2023-07-23 07:59:00,HSR Layout,BTM Layout,12.0,229.82,Ola,D040,37.0,7,Sunday,1
1519,2023-07-09 15:08:00,2023-07-09 15:40:00,HSR Layout,Indiranagar,14.4,350.28,Ola,D027,32.0,15,Sunday,0
1520,2023-07-03 06:27:00,2023-07-03 06:38:00,Hebbal,Indiranagar,3.5,63.68,Auto,D007,11.0,6,Monday,0
1521,2023-07-26 11:54:00,2023-07-26 12:35:00,Electronic City,HSR Layout,13.2,315.78,Uber,D031,41.0,11,Wednesday,0
1522,2023-07-28 13:26:00,2023-07-28 13:39:00,Jayanagar,Marathahalli,7.1,131.74,Ola,D030,13.0,13,Friday,0
1523,2023-07-06 19:27:00,2023-07-06 20:12:00,BTM Layout,MG Road,7.5,154.26,Ola,D035,45.0,19,Thursday,1
1524,2023-07-04 11:15:00,2023-07-04 11:27:00,Hebbal,Koramangala,5.1,97.15,Auto,D036,12.0,11,Tuesday,0
1525,2023-07-20 18:54:00,2023-07-20 19:32:00,HSR Layout,Whitefield,10.8,201.63,Auto,D025,38.0,18,Thursday,1
1526,2023-07-19 07:05:00,2023-07-19 07:24:00,Koramangala,MG Road,6.8,153.62,Ola,D038,19.0,7,Wednesday,1
1527,2023-07-01 16:54:00,2023-07-01 17:29:00,Marathahalli,BTM Layout,14.2,312.21,Uber,D044,35.0,16,Saturday,0
1528,2023-07-26 21:31:00,2023-07-26 21:51:00,Hebbal,Marathahalli,6.8,153.66,Auto,D039,20.0,21,Wednesday,0
1529,2023-07-26 20:36:00,2023-07-26 20:48:00,HSR Layout,Marathahalli,7.1,133.76,Ola,D011,12.0,20,Wednesday,0
1530,2023-07-03 17:28:00,2023-07-03 17:39:00,Indiranagar,Marathahalli,6.3,145.7,Auto,D046,11.0,17,Monday,1
1531,2023-07-05 18:14:00,2023-07-05 18:42:00,Indiranagar,Whitefield,4.8,98.74,Auto,D031,28.0,18,Wednesday,1
1532,2023-07-21 18:57:00,2023-07-21 19:12:00,Hebbal,Whitefield,3.2,71.48,Ola,D034,15.0,18,Friday,1
1533,2023-07-07 06:45:00,2023-07-07 07:19:00,Marathahalli,Hebbal,3.6,74.88,Auto,D033,34.0,6,Friday,0
1534,2023-07-26 08:00:00,2023-07-26 08:26:00,Marathahalli,Electronic City,10.2,211.33,Uber,D007,26.0,8,Wednesday,1
1535,2023-07-25 14:38:00,2023-07-25 15:23:00,Electronic City,Koramangala,7.2,147.13,Ola,D007,45.0,14,Tuesday,0
1536,2023-07-25 20:30:00,2023-07-25 21:05:00,HSR Layout,Whitefield,3.7,87.45,Auto,D018,35.0,20,Tuesday,0
1537,2023-07-30 06:19:00,2023-07-30 07:04:00,BTM Layout,Whitefield,12.8,285.72,Auto,D019,45.0,6,Sunday,0
1538,2023-07-20 19:34:00,2023-07-20 20:08:00,Electronic City,BTM Layout,9.8,196.25,Uber,D010,34.0,19,Thursday,1
1539,2023-07-22 16:44:00,2023-07-22 17:27:00,MG Road,BTM Layout,7.8,142.2,Auto,D010,43.0,16,Saturday,0
1540,2023-07-25 16:34:00,2023-07-25 17:07:00,Whitefield,Koramangala,9.7,179.71,Ola,D035,33.0,16,Tuesday,0
1541,2023-07-08 13:21:00,2023-07-08 13:33:00,Koramangala,Electronic City,6.3,113.43,Auto,D041,12.0,13,Saturday,0
1542,2023-07-06 16:37:00,2023-07-06 17:09:00,Marathahalli,Whitefield,7.0,130.27,Uber,D014,32.0,16,Thursday,0
1543,2023-07-19 21:08:00,2023-07-19 21:29:00,Koramangala,Hebbal,4.9,103.98,Ola,D030,21.0,21,Wednesday,0
1544,2023-07-15 11:34:00,2023-07-15 12:14:00,Whitefield,MG Road,12.7,272.51,Ola,D040,40.0,11,Saturday,0
1545,2023-07-13 08:55:00,2023-07-13 09:14:00,Hebbal,Marathahalli,10.7,208.1,Ola,D034,19.0,8,Thursday,1
1546,2023-07-08 10:35:00,2023-07-08 11:03:00,Marathahalli,Koramangala,3.1,73.25,Auto,D037,28.0,10,Saturday,0
1547,2023-07-12 20:58:00,2023-07-12 21:24:00,Whitefield,Marathahalli,7.4,149.78,Auto,D021,26.0,20,Wednesday,0
1548,2023-07-01 12:08:00,2023-07-01 12:38:00,Hebbal,Electronic City,4.0,73.63,Auto,D027,30.0,12,Saturday,0
1549,2023-07-02 18:32:00,2023-07-02 19:09:00,Hebbal,MG Road,11.5,231.77,Ola,D008,37.0,18,Sunday,1
1550,2023-07-23 08:41:00,2023-07-23 09:17:00,BTM Layout,Marathahalli,14.4,308.82,Auto,D035,36.0,8,Sunday,1
1551,2023-07-16 18:10:00,2023-07-16 18:45:00,Marathahalli,BTM Layout,13.9,332.95,Auto,D048,35.0,18,Sunday,1
1552,2023-07-17 10:15:00,2023-07-17 10:33:00,Koramangala,Electronic City,4.7,100.91,Ola,D042,18.0,10,Monday,0
1553,2023-07-02 18:05:00,2023-07-02 18:45:00,Marathahalli,Jayanagar,12.3,249.21,Auto,D007,40.0,18,Sunday,1
1554,2023-07-01 18:52:00,2023-07-01 19:22:00,BTM Layout,Hebbal,10.7,198.27,Auto,D016,30.0,18,Saturday,1
1555,2023-07-15 12:51:00,2023-07-15 13:20:00,Hebbal,Koramangala,6.6,164.11,Uber,D027,29.0,12,Saturday,0
1556,2023-07-11 17:22:00,2023-07-11 17:57:00,Marathahalli,Whitefield,9.6,195.14,Uber,D042,35.0,17,Tuesday,1
1557,2023-07-28 15:40:00,2023-07-28 15:58:00,Hebbal,HSR Layout,5.0,96.91,Auto,D014,18.0,15,Friday,0
1558,2023-07-18 09:36:00,2023-07-18 10:01:00,Jayanagar,Indiranagar,4.1,88.74,Uber,D034,25.0,9,Tuesday,1
1559,2023-07-30 11:22:00,2023-07-30 12:04:00,BTM Layout,Marathahalli,10.9,258.93,Uber,D033,42.0,11,Sunday,0
1560,2023-07-09 20:23:00,2023-07-09 20:51:00,Electronic City,BTM Layout,14.0,286.53,Ola,D008,28.0,20,Sunday,0
1561,2023-07-17 22:42:00,2023-07-17 23:23:00,Jayanagar,HSR Layout,9.1,208.56,Auto,D037,41.0,22,Monday,0
1562,2023-07-08 06:34:00,2023-07-08 07:18:00,HSR Layout,BTM Layout,7.3,135.05,Auto,D030,44.0,6,Saturday,0
1563,2023-07-24 22:06:00,2023-07-24 22:39:00,Jayanagar,Hebbal,14.1,256.63,Uber,D007,33.0,22,Monday,0
1564,2023-07-15 08:10:00,2023-07-15 08:20:00,Marathahalli,MG Road,5.7,102.72,Auto,D027,10.0,8,Saturday,1
1565,2023-07-18 21:44:00,2023-07-18 22:13:00,Marathahalli,Electronic City,7.5,180.17,Auto,D036,29.0,21,Tuesday,0
1566,2023-07-04 14:08:00,2023-07-04 14:40:00,Koramangala,Whitefield,9.9,201.0,Uber,D025,32.0,14,Tuesday,0
1567,2023-07-05 10:02:00,2023-07-05 10:32:00,Electronic City,MG Road,5.9,125.63,Auto,D023,30.0,10,Wednesday,0
1568,2023-07-23 13:28:00,2023-07-23 14:04:00,Jayanagar,Whitefield,4.7,86.49,Ola,D024,36.0,13,Sunday,0
1569,2023-07-01 17:08:00,2023-07-01 17:44:00,Hebbal,Jayanagar,3.7,79.31,Ola,D005,36.0,17,Saturday,1
1570,2023-07-04 15:37:00,2023-07-04 15:57:00,Electronic City,Whitefield,13.4,294.73,Auto,D042,20.0,15,Tuesday,0
1571,2023-07-25 14:13:00,2023-07-25 14:51:00,Marathahalli,HSR Layout,5.7,116.01,Auto,D008,38.0,14,Tuesday,0
1572,2023-07-04 21:47:00,2023-07-04 22:13:00,Koramangala,BTM Layout,6.2,120.43,Uber,D041,26.0,21,Tuesday,0
1573,2023-07-18 08:53:00,2023-07-18 09:30:00,Electronic City,BTM Layout,7.1,134.59,Ola,D015,37.0,8,Tuesday,1
1574,2023-07-08 22:50:00,2023-07-08 23:16:00,Indiranagar,Hebbal,4.2,94.2,Uber,D012,26.0,22,Saturday,0
1575,2023-07-04 16:53:00,2023-07-04 17:17:00,Jayanagar,Koramangala,5.1,121.69,Auto,D013,24.0,16,Tuesday,0
1576,2023-07-05 22:18:00,2023-07-05 22:34:00,MG Road,Indiranagar,14.6,324.93,Ola,D025,16.0,22,Wednesday,0
1577,2023-07-16 10:18:00,2023-07-16 10:29:00,MG Road,Marathahalli,3.3,74.86,Auto,D036,11.0,10,Sunday,0
1578,2023-07-06 09:06:00,2023-07-06 09:47:00,Jayanagar,Marathahalli,4.3,91.89,Auto,D047,41.0,9,Thursday,1
1579,2023-07-12 21:55:00,2023-07-12 22:05:00,HSR Layout,Koramangala,10.1,235.2,Auto,D031,10.0,21,Wednesday,0
1580,2023-07-03 13:46:00,2023-07-03 14:26:00,Marathahalli,Electronic City,12.8,306.1,Auto,D008,40.0,13,Monday,0
1581,2023-07-29 21:39:00,2023-07-29 21:54:00,Marathahalli,Whitefield,11.2,233.13,Uber,D012,15.0,21,Saturday,0
1582,2023-07-17 08:24:00,2023-07-17 08:34:00,BTM Layout,Whitefield,9.2,213.4,Auto,D038,10.0,8,Monday,1
1583,2023-07-29 15:45:00,2023-07-29 16:20:00,Whitefield,BTM Layout,4.8,88.14,Auto,D047,35.0,15,Saturday,0
1584,2023-07-13 11:48:00,2023-07-13 12:07:00,Whitefield,Electronic City,3.5,84.19,Auto,D020,19.0,11,Thursday,0
1585,2023-07-03 18:35:00,2023-07-03 18:54:00,Jayanagar,Marathahalli,7.5,140.83,Auto,D002,19.0,18,Monday,1
1586,2023-07-09 16:49:00,2023-07-09 17:01:00,BTM Layout,Jayanagar,12.9,274.41,Ola,D028,12.0,16,Sunday,0
1587,2023-07-03 21:21:00,2023-07-03 22:03:00,Indiranagar,Marathahalli,13.3,268.8,Ola,D045,42.0,21,Monday,0
1588,2023-07-14 06:34:00,2023-07-14 07:07:00,Electronic City,Jayanagar,6.2,118.38,Auto,D040,33.0,6,Friday,0
1589,2023-07-13 12:53:00,2023-07-13 13:20:00,Koramangala,Jayanagar,10.6,203.32,Uber,D043,27.0,12,Thursday,0
1590,2023-07-29 10:00:00,2023-07-29 10:20:00,Marathahalli,MG Road,10.4,257.91,Auto,D003,20.0,10,Saturday,0
1591,2023-07-18 22:43:00,2023-07-18 23:28:00,BTM Layout,Indiranagar,6.2,128.7,Auto,D018,45.0,22,Tuesday,0
1592,2023-07-24 18:29:00,2023-07-24 18:43:00,Electronic City,HSR Layout,4.3,104.68,Auto,D004,14.0,18,Monday,1
1593,2023-07-19 15:00:00,2023-07-19 15:27:00,HSR Layout,MG Road,6.8,162.49,Uber,D024,27.0,15,Wednesday,0
1594,2023-07-24 17:15:00,2023-07-24 17:36:00,Jayanagar,HSR Layout,3.5,68.48,Auto,D036,21.0,17,Monday,1
1595,2023-07-20 22:32:00,2023-07-20 22:58:00,MG Road,Indiranagar,4.3,102.5,Uber,D042,26.0,22,Thursday,0
1596,2023-07-29 15:00:00,2023-07-29 15:20:00,Koramangala,MG Road,4.2,87.15,Auto,D031,20.0,15,Saturday,0
1597,2023-07-18 12:48:00,2023-07-18 13:28:00,Koramangala,Indiranagar,13.2,301.91,Auto,D015,40.0,12,Tuesday,0
1598,2023-07-03 13:02:00,2023-07-03 13:47:00,Jayanagar,Electronic City,6.3,120.47,Auto,D025,45.0,13,Monday,0
1599,2023-07-19 08:14:00,2023-07-19 08:35:00,Electronic City,Hebbal,11.6,209.28,Uber,D048,21.0,8,Wednesday,1
1600,2023-07-29 22:51:00,2023-07-29 23:17:00,Hebbal,Marathahalli,3.8,76.93,Auto,D012,26.0,22,Saturday,0
1601,2023-07-05 19:26:00,2023-07-05 20:10:00,Jayanagar,HSR Layout,12.2,257.67,Auto,D014,44.0,19,Wednesday,1
1602,2023-07-12 14:22:00,2023-07-12 14:56:00,Electronic City,Marathahalli,7.7,141.46,Uber,D005,34.0,14,Wednesday,0
1603,2023-07-12 14:05:00,2023-07-12 14:20:00,Electronic City,MG Road,10.4,258.14,Auto,D007,15.0,14,Wednesday,0
1604,2023-07-28 13:19:00,2023-07-28 14:01:00,Hebbal,Indiranagar,4.1,76.69,Ola,D003,42.0,13,Friday,0
1605,2023-07-03 14:02:00,2023-07-03 14:22:00,Whitefield,Jayanagar,13.5,281.26,Auto,D041,20.0,14,Monday,0
1606,2023-07-08 15:25:00,2023-07-08 15:37:00,Hebbal,HSR Layout,7.9,167.5,Ola,D018,12.0,15,Saturday,0
1607,2023-07-03 20:26:00,2023-07-03 21:05:00,Marathahalli,HSR Layout,10.3,206.33,Uber,D019,39.0,20,Monday,0
1608,2023-07-27 19:09:00,2023-07-27 19:28:00,BTM Layout,Marathahalli,5.9,124.34,Ola,D027,19.0,19,Thursday,1
1609,2023-07-22 17:02:00,2023-07-22 17:44:00,Electronic City,Whitefield,5.1,110.76,Auto,D001,42.0,17,Saturday,1
1610,2023-07-20 16:15:00,2023-07-20 16:45:00,Koramangala,Indiranagar,7.9,170.54,Ola,D041,30.0,16,Thursday,0
1611,2023-07-19 18:32:00,2023-07-19 18:57:00,Koramangala,Hebbal,8.9,187.28,Uber,D019,25.0,18,Wednesday,1
1612,2023-07-03 15:29:00,2023-07-03 16:11:00,Indiranagar,Hebbal,11.8,267.86,Ola,D003,42.0,15,Monday,0
1613,2023-07-12 16:23:00,2023-07-12 17:07:00,Jayanagar,Whitefield,9.5,235.79,Auto,D036,44.0,16,Wednesday,0
1614,2023-07-01 16:30:00,2023-07-01 17:09:00,Jayanagar,Indiranagar,8.0,175.75,Ola,D034,39.0,16,Saturday,0
1615,2023-07-27 19:34:00,2023-07-27 19:47:00,Hebbal,MG Road,14.2,296.03,Auto,D020,13.0,19,Thursday,1
1616,2023-07-12 13:04:00,2023-07-12 13:19:00,Electronic City,MG Road,13.5,269.71,Ola,D010,15.0,13,Wednesday,0
1617,2023-07-10 21:39:00,2023-07-10 21:53:00,Jayanagar,Hebbal,3.4,82.69,Auto,D014,14.0,21,Monday,0
1618,2023-07-18 06:38:00,2023-07-18 07:23:00,HSR Layout,Hebbal,13.0,307.1,Auto,D007,45.0,6,Tuesday,0
1619,2023-07-22 19:44:00,2023-07-22 20:11:00,Marathahalli,HSR Layout,4.4,82.78,Uber,D008,27.0,19,Saturday,1
1620,2023-07-07 16:52:00,2023-07-07 17:34:00,HSR Layout,Electronic City,12.8,300.41,Ola,D023,42.0,16,Friday,0
1621,2023-07-27 16:00:00,2023-07-27 16:18:00,HSR Layout,Indiranagar,12.6,297.3,Uber,D022,18.0,16,Thursday,0
1622,2023-07-08 15:34:00,2023-07-08 16:06:00,Hebbal,Koramangala,3.8,82.99,Uber,D039,32.0,15,Saturday,0
1623,2023-07-13 15:41:00,2023-07-13 15:58:00,Electronic City,Indiranagar,12.2,228.33,Ola,D007,17.0,15,Thursday,0
1624,2023-07-20 07:11:00,2023-07-20 07:33:00,Electronic City,HSR Layout,9.2,165.62,Auto,D001,22.0,7,Thursday,1
1625,2023-07-08 08:03:00,2023-07-08 08:14:00,BTM Layout,Whitefield,13.9,346.88,Uber,D014,11.0,8,Saturday,1
1626,2023-07-12 16:32:00,2023-07-12 16:42:00,Whitefield,Marathahalli,5.5,131.36,Ola,D028,10.0,16,Wednesday,0
1627,2023-07-17 18:16:00,2023-07-17 18:43:00,MG Road,Whitefield,8.0,144.32,Ola,D027,27.0,18,Monday,1
1628,2023-07-14 20:47:00,2023-07-14 20:58:00,Marathahalli,Hebbal,8.6,155.7,Uber,D044,11.0,20,Friday,0
1629,2023-07-14 11:40:00,2023-07-14 12:14:00,BTM Layout,HSR Layout,7.7,144.2,Auto,D020,34.0,11,Friday,0
1630,2023-07-14 17:33:00,2023-07-14 17:52:00,Indiranagar,Whitefield,11.4,231.32,Uber,D046,19.0,17,Friday,1
1631,2023-07-27 08:52:00,2023-07-27 09:26:00,Koramangala,Indiranagar,9.3,169.43,Ola,D027,34.0,8,Thursday,1
1632,2023-07-27 06:52:00,2023-07-27 07:16:00,Marathahalli,Hebbal,3.8,93.88,Uber,D018,24.0,6,Thursday,0
1633,2023-07-18 17:52:00,2023-07-18 18:03:00,MG Road,Indiranagar,4.0,74.19,Ola,D030,11.0,17,Tuesday,1
1634,2023-07-30 18:14:00,2023-07-30 18:43:00,MG Road,BTM Layout,13.3,319.45,Auto,D016,29.0,18,Sunday,1
1635,2023-07-13 21:17:00,2023-07-13 21:46:00,MG Road,Electronic City,14.8,342.96,Auto,D041,29.0,21,Thursday,0
1636,2023-07-22 11:24:00,2023-07-22 11:39:00,Hebbal,Electronic City,12.6,307.88,Uber,D005,15.0,11,Saturday,0
1637,2023-07-11 13:40:00,2023-07-11 14:22:00,Koramangala,BTM Layout,13.4,292.29,Ola,D001,42.0,13,Tuesday,0
1638,2023-07-19 11:31:00,2023-07-19 11:47:00,MG Road,Hebbal,3.9,75.84,Ola,D041,16.0,11,Wednesday,0
1639,2023-07-10 18:51:00,2023-07-10 19:28:00,Whitefield,Hebbal,6.7,121.49,Uber,D030,37.0,18,Monday,1
1640,2023-07-15 13:38:00,2023-07-15 14:23:00,Marathahalli,Koramangala,5.2,116.47,Auto,D019,45.0,13,Saturday,0
1641,2023-07-09 07:43:00,2023-07-09 08:23:00,Jayanagar,MG Road,3.1,58.24,Ola,D025,40.0,7,Sunday,1
1642,2023-07-30 13:33:00,2023-07-30 14:10:00,Indiranagar,Jayanagar,11.3,254.55,Auto,D042,37.0,13,Sunday,0
1643,2023-07-23 18:40:00,2023-07-23 19:21:00,Jayanagar,Marathahalli,7.8,159.71,Ola,D024,41.0,18,Sunday,1
1644,2023-07-06 15:16:00,2023-07-06 15:54:00,Hebbal,Jayanagar,9.6,209.03,Auto,D050,38.0,15,Thursday,0
1645,2023-07-24 10:09:00,2023-07-24 10:33:00,MG Road,Electronic City,7.5,161.52,Auto,D018,24.0,10,Monday,0
1646,2023-07-28 07:58:00,2023-07-28 08:20:00,Indiranagar,Jayanagar,6.1,148.54,Ola,D040,22.0,7,Friday,1
1647,2023-07-20 19:44:00,2023-07-20 20:19:00,Whitefield,Marathahalli,3.1,74.34,Uber,D037,35.0,19,Thursday,1
1648,2023-07-02 17:42:00,2023-07-02 18:03:00,Jayanagar,Indiranagar,11.8,213.62,Ola,D030,21.0,17,Sunday,1
1649,2023-07-18 13:23:00,2023-07-18 13:40:00,Jayanagar,Marathahalli,8.0,160.12,Auto,D042,17.0,13,Tuesday,0
1650,2023-07-11 16:22:00,2023-07-11 16:49:00,Marathahalli,Electronic City,14.1,302.71,Uber,D035,27.0,16,Tuesday,0
1651,2023-07-10 22:27:00,2023-07-10 22:37:00,Electronic City,MG Road,14.7,336.22,Auto,D031,10.0,22,Monday,0
1652,2023-07-03 06:27:00,2023-07-03 07:12:00,HSR Layout,Hebbal,10.4,246.81,Auto,D001,45.0,6,Monday,0
1653,2023-07-20 06:14:00,2023-07-20 06:43:00,Whitefield,Hebbal,14.2,301.17,Auto,D004,29.0,6,Thursday,0
1654,2023-07-04 10:00:00,2023-07-04 10:34:00,HSR Layout,Marathahalli,11.5,272.96,Ola,D023,34.0,10,Tuesday,0
1655,2023-07-04 21:47:00,2023-07-04 22:29:00,MG Road,BTM Layout,12.3,296.79,Auto,D041,42.0,21,Tuesday,0
1656,2023-07-16 07:54:00,2023-07-16 08:13:00,Whitefield,MG Road,5.9,120.61,Auto,D026,19.0,7,Sunday,1
1657,2023-07-05 22:45:00,2023-07-05 23:28:00,Electronic City,Indiranagar,9.9,243.6,Auto,D037,43.0,22,Wednesday,0
1658,2023-07-17 17:30:00,2023-07-17 17:54:00,Hebbal,BTM Layout,11.0,248.71,Uber,D036,24.0,17,Monday,1
1659,2023-07-17 09:12:00,2023-07-17 09:57:00,Hebbal,Whitefield,4.5,104.92,Ola,D001,45.0,9,Monday,1
1660,2023-07-17 15:44:00,2023-07-17 16:28:00,HSR Layout,Koramangala,4.6,93.35,Ola,D046,44.0,15,Monday,0
1661,2023-07-28 11:36:00,2023-07-28 11:54:00,Electronic City,MG Road,4.7,115.49,Auto,D014,18.0,11,Friday,0
1662,2023-07-13 07:40:00,2023-07-13 08:02:00,Whitefield,MG Road,3.3,74.69,Ola,D025,22.0,7,Thursday,1
1663,2023-07-08 22:46:00,2023-07-08 23:15:00,Electronic City,HSR Layout,6.8,128.51,Auto,D048,29.0,22,Saturday,0
1664,2023-07-28 22:45:00,2023-07-28 23:20:00,Marathahalli,HSR Layout,3.8,79.2,Uber,D041,35.0,22,Friday,0
1665,2023-07-12 19:04:00,2023-07-12 19:35:00,HSR Layout,Whitefield,13.2,303.63,Uber,D016,31.0,19,Wednesday,1
1666,2023-07-29 09:36:00,2023-07-29 10:13:00,HSR Layout,Whitefield,3.8,70.84,Ola,D026,37.0,9,Saturday,1
1667,2023-07-02 18:47:00,2023-07-02 19:09:00,Jayanagar,HSR Layout,13.0,286.48,Ola,D016,22.0,18,Sunday,1
1668,2023-07-15 15:19:00,2023-07-15 15:36:00,MG Road,Koramangala,9.5,200.64,Ola,D040,17.0,15,Saturday,0
1669,2023-07-06 10:31:00,2023-07-06 11:08:00,Indiranagar,Marathahalli,10.6,248.23,Auto,D036,37.0,10,Thursday,0
1670,2023-07-01 17:06:00,2023-07-01 17:42:00,Marathahalli,Indiranagar,4.4,100.9,Ola,D049,36.0,17,Saturday,1
1671,2023-07-28 12:59:00,2023-07-28 13:35:00,BTM Layout,Jayanagar,9.3,188.77,Ola,D005,36.0,12,Friday,0
1672,2023-07-05 19:55:00,2023-07-05 20:38:00,Koramangala,Marathahalli,7.3,133.47,Auto,D016,43.0,19,Wednesday,1
1673,2023-07-21 10:14:00,2023-07-21 10:34:00,Jayanagar,MG Road,4.0,89.89,Auto,D001,20.0,10,Friday,0
1674,2023-07-14 13:26:00,2023-07-14 13:51:00,Marathahalli,BTM Layout,4.4,106.65,Uber,D013,25.0,13,Friday,0
1675,2023-07-13 10:50:00,2023-07-13 11:34:00,Marathahalli,Indiranagar,14.5,279.5,Auto,D001,44.0,10,Thursday,0
1676,2023-07-23 06:33:00,2023-07-23 07:09:00,HSR Layout,Hebbal,15.0,371.86,Uber,D018,36.0,6,Sunday,0
1677,2023-07-27 21:48:00,2023-07-27 22:07:00,MG Road,Jayanagar,8.8,179.88,Auto,D003,19.0,21,Thursday,0
1678,2023-07-05 07:32:00,2023-07-05 07:47:00,Indiranagar,Marathahalli,13.8,284.45,Ola,D022,15.0,7,Wednesday,1
1679,2023-07-29 21:37:00,2023-07-29 22:15:00,Jayanagar,Hebbal,10.8,242.96,Uber,D048,38.0,21,Saturday,0
1680,2023-07-06 13:38:00,2023-07-06 14:20:00,Koramangala,BTM Layout,7.6,184.29,Auto,D005,42.0,13,Thursday,0
1681,2023-07-24 06:31:00,2023-07-24 06:57:00,Marathahalli,Koramangala,6.8,157.52,Ola,D006,26.0,6,Monday,0
