trip_id,pickup_time,drop_time,pickup_area,drop_area,distance_km,fare_inr,ride_type,driver_id
1245,2023-07-13 08:12:00,2023-07-13 08:49:00,MG Road,BTM Layout,11.5,258.08,Auto,D045
1246,2023-07-16 09:12:00,2023-07-16 09:25:00,Marathahalli,MG Road,14.3,258.11,Ola,D004
1247,2023-07-19 16:09:00,2023-07-19 16:54:00,MG Road,Marathahalli,10.6,235.03,Ola,D045
1248,2023-07-09 07:53:00,2023-07-09 08:07:00,MG Road,Hebbal,9.1,202.33,Auto,D049
1249,2023-07-06 20:10:00,2023-07-06 20:27:00,MG Road,Electronic City,3.4,73.27,Uber,D012
1250,2023-07-17 17:14:00,2023-07-17 17:57:00,Jayanagar,Whitefield,3.3,66.73,Uber,D014
1251,2023-07-28 07:59:00,2023-07-28 08:39:00,Electronic City,MG Road,10.8,224.58,Uber,D041
1252,2023-07-15 21:50:00,2023-07-15 22:14:00,Jayanagar,MG Road,11.3,223.06,Ola,D021
1253,2023-07-07 19:18:00,2023-07-07 19:58:00,Electronic City,Koramangala,14.2,296.12,Auto,D028
1254,2023-07-28 12:54:00,2023-07-28 13:35:00,Hebbal,Marathahalli,6.5,130.46,Auto,D044
1255,2023-07-02 20:11:00,2023-07-02 20:36:00,MG Road,Hebbal,8.3,165.49,Auto,D046
1256,2023-07-04 17:45:00,2023-07-04 18:25:00,Electronic City,Hebbal,10.5,260.56,Auto,D014
1257,2023-07-05 13:11:00,2023-07-05 13:37:00,BTM Layout,Whitefield,3.9,80.45,Ola,D016
1258,2023-07-11 15:02:00,2023-07-11 15:30:00,Indiranagar,Electronic City,14.4,333.32,Ola,D027
1259,2023-07-22 09:21:00,2023-07-22 09:34:00,HSR Layout,BTM Layout,6.3,141.47,Ola,D003
1260,2023-07-28 13:41:00,2023-07-28 13:54:00,Jayanagar,BTM Layout,12.7,255.84,Ola,D023
1261,2023-07-07 10:50:00,2023-07-07 11:27:00,Indiranagar,HSR Layout,6.1,119.54,Uber,D035
1262,2023-07-11 19:17:00,2023-07-11 19:34:00,Marathahalli,BTM Layout,5.8,118.11,Uber,D019
1263,2023-07-11 19:28:00,2023-07-11 19:59:00,Marathahalli,Whitefield,12.0,299.45,Uber,D025
1264,2023-07-17 07:51:00,2023-07-17 08:25:00,Marathahalli,Koramangala,7.7,166.3,Uber,D011
1265,2023-07-23 12:49:00,2023-07-23 13:04:00,HSR Layout,BTM Layout,10.7,204.65,Uber,D021
1266,2023-07-25 15:36:00,2023-07-25 16:14:00,Koramangala,BTM Layout,7.2,176.43,Ola,D044
1267,2023-07-12 18:18:00,2023-07-12 18:51:00,Electronic City,Jayanagar,14.3,320.37,Uber,D011
1268,2023-07-09 06:26:00,2023-07-09 07:11:00,Marathahalli,MG Road,9.5,214.02,Ola,D024
1269,2023-07-20 16:24:00,2023-07-20 16:47:00,MG Road,HSR Layout,11.4,217.44,Ola,D006
1270,2023-07-08 17:57:00,2023-07-08 18:32:00,Marathahalli,Whitefield,12.4,260.2,Uber,D028
1271,2023-07-18 13:09:00,2023-07-18 13:39:00,Koramangala,BTM Layout,7.0,132.08,Ola,D017
1272,2023-07-06 12:17:00,2023-07-06 12:41:00,Jayanagar,BTM Layout,13.3,276.99,Auto,D041
1273,2023-07-22 18:35:00,2023-07-22 19:11:00,HSR Layout,Hebbal,12.2,223.06,Auto,D038
1274,2023-07-10 12:22:00,2023-07-10 12:38:00,Hebbal,Jayanagar,6.3,138.67,Ola,D012
1275,2023-07-22 10:22:00,2023-07-22 10:42:00,BTM Layout,MG Road,14.7,301.53,Auto,D003
1276,2023-07-08 21:36:00,2023-07-08 21:51:00,HSR Layout,BTM Layout,13.3,300.86,Uber,D006
1277,2023-07-04 08:08:00,2023-07-04 08:25:00,BTM Layout,Indiranagar,10.5,220.99,Auto,D003
1278,2023-07-08 16:26:00,2023-07-08 17:04:00,Indiranagar,Hebbal,3.4,84.18,Auto,D036
1279,2023-07-18 19:20:00,2023-07-18 19:48:00,Koramangala,Indiranagar,10.9,200.88,Auto,D013
1280,2023-07-10 13:09:00,2023-07-10 13:47:00,Jayanagar,Hebbal,12.2,226.61,Auto,D012
1281,2023-07-01 21:36:00,2023-07-01 22:15:00,Indiranagar,Jayanagar,6.8,134.93,Ola,D028
1282,2023-07-25 20:41:00,2023-07-25 21:03:00,Hebbal,BTM Layout,10.6,228.92,Auto,D047
1283,2023-07-05 13:39:00,2023-07-05 14:23:00,BTM Layout,Marathahalli,4.0,72.1,Ola,D032
1284,2023-07-04 21:23:00,2023-07-04 22:02:00,Electronic City,Hebbal,11.5,221.07,Uber,D022
1285,2023-07-21 21:28:00,2023-07-21 21:51:00,Indiranagar,Jayanagar,14.2,314.98,Auto,D039
1286,2023-07-24 14:11:00,2023-07-24 14:34:00,HSR Layout,MG Road,7.8,152.82,Ola,D014
1287,2023-07-22 15:24:00,2023-07-22 15:38:00,HSR Layout,BTM Layout,12.9,256.41,Uber,D015
1288,2023-07-19 19:11:00,2023-07-19 19:50:00,Jayanagar,Indiranagar,10.3,186.51,Auto,D010
1289,2023-07-20 18:53:00,2023-07-20 19:06:00,MG Road,HSR Layout,5.5,100.48,Uber,D016
1290,2023-07-10 17:46:00,2023-07-10 18:12:00,Whitefield,HSR Layout,14.1,304.04,Auto,D006
1291,2023-07-28 11:17:00,2023-07-28 11:31:00,BTM Layout,Hebbal,13.1,262.15,Ola,D032
1292,2023-07-15 15:22:00,2023-07-15 15:37:00,Koramangala,HSR Layout,7.1,143.19,Ola,D037
1293,2023-07-24 18:05:00,2023-07-24 18:45:00,Marathahalli,Hebbal,5.6,124.29,Uber,D009
1294,2023-07-29 19:04:00,2023-07-29 19:35:00,HSR Layout,BTM Layout,13.7,267.11,Auto,D034
1295,2023-07-04 08:47:00,2023-07-04 09:13:00,Koramangala,Hebbal,10.3,223.28,Auto,D018
1296,2023-07-14 13:46:00,2023-07-14 13:56:00,HSR Layout,Hebbal,7.7,188.69,Uber,D003
1297,2023-07-22 08:49:00,2023-07-22 09:21:00,Electronic City,Koramangala,8.6,156.0,Auto,D035
1298,2023-07-05 10:54:00,2023-07-05 11:23:00,Electronic City,Koramangala,8.9,220.89,Uber,D015
1299,2023-07-26 13:33:00,2023-07-26 13:56:00,Electronic City,Whitefield,14.8,298.08,Uber,D004
1300,2023-07-13 19:32:00,2023-07-13 20:12:00,HSR Layout,Whitefield,8.6,190.76,Auto,D016
1301,2023-07-04 19:23:00,2023-07-04 19:48:00,Electronic City,Indiranagar,7.5,161.83,Auto,D018
1302,2023-07-06 11:40:00,2023-07-06 12:12:00,BTM Layout,Koramangala,14.0,307.48,Uber,D050
1303,2023-07-08 11:50:00,2023-07-08 12:11:00,HSR Layout,Jayanagar,11.4,257.79,Auto,D032
1304,2023-07-23 06:35:00,2023-07-23 07:16:00,Indiranagar,MG Road,10.5,252.99,Auto,D030
1305,2023-07-27 19:16:00,2023-07-27 19:44:00,Hebbal,Koramangala,5.5,106.44,Uber,D045
1306,2023-07-09 09:37:00,2023-07-09 10:21:00,Whitefield,Electronic City,5.3,100.95,Auto,D016
1307,2023-07-02 08:06:00,2023-07-02 08:18:00,Koramangala,Whitefield,6.6,121.63,Ola,D050
1308,2023-07-11 13:58:00,2023-07-11 14:14:00,Indiranagar,Jayanagar,14.8,354.24,Ola,D023
1309,2023-07-23 08:10:00,2023-07-23 08:47:00,MG Road,BTM Layout,9.9,182.77,Ola,D025
1310,2023-07-03 06:06:00,2023-07-03 06:51:00,Indiranagar,BTM Layout,14.2,327.27,Auto,D005
1311,2023-07-17 21:42:00,2023-07-17 21:59:00,BTM Layout,Whitefield,5.4,119.87,Auto,D011
1312,2023-07-23 14:03:00,2023-07-23 14:21:00,Koramangala,Jayanagar,4.8,118.41,Auto,D012
1313,2023-07-17 11:56:00,2023-07-17 12:12:00,Koramangala,Marathahalli,9.6,186.99,Uber,D008
1314,2023-07-02 12:05:00,2023-07-02 12:42:00,Koramangala,Hebbal,6.3,146.29,Auto,D005
1315,2023-07-24 06:58:00,2023-07-24 07:32:00,HSR Layout,BTM Layout,14.7,317.77,Ola,D006
1316,2023-07-26 14:52:00,2023-07-26 15:10:00,Hebbal,HSR Layout,14.0,339.98,Uber,D004
1317,2023-07-15 08:28:00,2023-07-15 08:48:00,Koramangala,Electronic City,12.0,246.92,Ola,D024
1318,2023-07-12 07:48:00,2023-07-12 08:12:00,Jayanagar,Electronic City,11.4,265.83,Auto,D006
1319,2023-07-18 12:58:00,2023-07-18 13:36:00,Marathahalli,Electronic City,14.3,346.61,Uber,D033
1320,2023-07-28 10:16:00,2023-07-28 10:35:00,Marathahalli,Koramangala,14.0,323.92,Auto,D041
1321,2023-07-01 19:04:00,2023-07-01 19:45:00,BTM Layout,Jayanagar,13.4,298.26,Ola,D032
1322,2023-07-30 13:35:00,2023-07-30 14:12:00,BTM Layout,Electronic City,7.1,140.93,Uber,D040
1323,2023-07-02 08:13:00,2023-07-02 08:41:00,Electronic City,Marathahalli,9.3,220.22,Ola,D022
1324,2023-07-19 08:49:00,2023-07-19 09:24:00,BTM Layout,Indiranagar,12.3,248.95,Uber,D024
1325,2023-07-24 07:03:00,2023-07-24 07:20:00,BTM Layout,Marathahalli,3.3,79.71,Auto,D050
1326,2023-07-17 09:42:00,2023-07-17 09:53:00,Jayanagar,Indiranagar,6.7,159.73,Ola,D016
1327,2023-07-15 09:15:00,2023-07-15 09:46:00,Whitefield,Electronic City,13.0,310.98,Ola,D013
1328,2023-07-02 09:58:00,2023-07-02 10:23:00,Koramangala,Indiranagar,5.8,133.22,Ola,D039
1329,2023-07-19 22:22:00,2023-07-19 22:58:00,Koramangala,BTM Layout,5.9,125.53,Ola,D002
1330,2023-07-14 08:50:00,2023-07-14 09:14:00,Whitefield,Marathahalli,6.4,140.39,Ola,D018
1331,2023-07-12 09:06:00,2023-07-12 09:49:00,Indiranagar,Jayanagar,12.4,298.44,Ola,D043
1332,2023-07-20 15:03:00,2023-07-20 15:23:00,Hebbal,BTM Layout,11.0,213.04,Uber,D011
1333,2023-07-19 22:38:00,2023-07-19 23:02:00,Whitefield,Koramangala,8.6,196.94,Uber,D032
1334,2023-07-18 19:05:00,2023-07-18 19:41:00,Indiranagar,BTM Layout,10.2,246.04,Uber,D036
1335,2023-07-27 11:29:00,2023-07-27 12:04:00,Electronic City,Jayanagar,6.7,134.88,Auto,D038
1336,2023-07-08 18:06:00,2023-07-08 18:43:00,MG Road,Koramangala,8.9,175.57,Uber,D046
1337,2023-07-12 11:05:00,2023-07-12 11:32:00,Electronic City,HSR Layout,12.3,235.05,Auto,D031
1338,2023-07-09 14:42:00,2023-07-09 15:00:00,Jayanagar,Marathahalli,8.2,151.78,Auto,D015
1339,2023-07-15 11:56:00,2023-07-15 12:35:00,Electronic City,Marathahalli,7.5,186.68,Uber,D041
1340,2023-07-01 15:59:00,2023-07-01 16:25:00,Marathahalli,Electronic City,3.5,75.38,Auto,D011
1341,2023-07-09 06:48:00,2023-07-09 07:04:00,Jayanagar,HSR Layout,14.2,274.03,Auto,D048
1342,2023-07-18 17:55:00,2023-07-18 18:25:00,Indiranagar,Jayanagar,8.6,160.0,Auto,D028
1343,2023-07-18 17:44:00,2023-07-18 18:13:00,Indiranagar,Electronic City,10.5,203.94,Ola,D010
1344,2023-07-17 16:01:00,2023-07-17 16:24:00,Koramangala,MG Road,6.8,133.67,Uber,D036
1345,2023-07-30 13:06:00,2023-07-30 13:35:00,Hebbal,Indiranagar,5.8,143.17,Uber,D039
1346,2023-07-11 21:10:00,2023-07-11 21:41:00,Indiranagar,Koramangala,10.5,219.97,Uber,D025
1347,2023-07-06 13:30:00,2023-07-06 14:09:00,Marathahalli,Jayanagar,5.9,111.55,Auto,D017
1348,2023-07-18 14:17:00,2023-07-18 14:54:00,HSR Layout,Electronic City,7.3,139.47,Uber,D024
1349,2023-07-20 16:22:00,2023-07-20 16:33:00,Hebbal,Koramangala,7.0,173.46,Ola,D023
1350,2023-07-17 21:45:00,2023-07-17 22:24:00,HSR Layout,Whitefield,9.1,179.27,Ola,D017
1351,2023-07-13 20:03:00,2023-07-13 20:16:00,BTM Layout,Marathahalli,5.5,134.57,Ola,D003
1352,2023-07-20 22:58:00,2023-07-20 23:35:00,Whitefield,Hebbal,9.4,187.38,Uber,D008
1353,2023-07-07 22:06:00,2023-07-07 22:21:00,Jayanagar,BTM Layout,14.3,283.83,Auto,D001
1354,2023-07-21 22:57:00,2023-07-21 23:21:00,BTM Layout,HSR Layout,5.6,125.94,Uber,D017
1355,2023-07-30 09:41:00,2023-07-30 10:26:00,MG Road,BTM Layout,14.3,351.32,Auto,D034
1356,2023-07-26 18:46:00,2023-07-26 19:00:00,HSR Layout,MG Road,5.5,109.74,Uber,D027
1357,2023-07-20 12:47:00,2023-07-20 13:19:00,Koramangala,BTM Layout,13.2,287.22,Auto,D017
1358,2023-07-16 08:52:00,2023-07-16 09:34:00,Koramangala,Electronic City,9.3,211.26,Uber,D036
1359,2023-07-27 18:30:00,2023-07-27 18:49:00,BTM Layout,Whitefield,12.4,270.84,Uber,D048
1360,2023-07-06 17:37:00,2023-07-06 17:48:00,MG Road,Electronic City,9.6,193.65,Uber,D011
1361,2023-07-19 12:08:00,2023-07-19 12:33:00,HSR Layout,Indiranagar,9.6,239.58,Auto,D020
1362,2023-07-03 07:05:00,2023-07-03 07:20:00,MG Road,HSR Layout,11.4,219.1,Ola,D026
1363,2023-07-11 22:18:00,2023-07-11 22:37:00,Hebbal,Electronic City,11.4,239.23,Auto,D034
1364,2023-07-11 17:05:00,2023-07-11 17:32:00,MG Road,Indiranagar,4.7,90.29,Ola,D043
1365,2023-07-20 07:14:00,2023-07-20 07:25:00,Koramangala,Electronic City,13.6,256.08,Uber,D044
1366,2023-07-03 16:14:00,2023-07-03 16:58:00,Jayanagar,MG Road,14.3,338.68,Uber,D016
1367,2023-07-09 06:32:00,2023-07-09 07:13:00,Indiranagar,HSR Layout,14.0,275.48,Auto,D043
1368,2023-07-24 09:42:00,2023-07-24 10:07:00,Marathahalli,HSR Layout,12.0,266.12,Uber,D042
1369,2023-07-04 22:43:00,2023-07-04 23:07:00,Electronic City,Whitefield,8.6,155.84,Auto,D048
1370,2023-07-05 13:15:00,2023-07-05 13:48:00,Koramangala,Hebbal,7.0,174.31,Uber,D039
1371,2023-07-09 19:49:00,2023-07-09 20:27:00,BTM Layout,Hebbal,10.9,260.08,Auto,D034
1372,2023-07-27 22:54:00,2023-07-27 23:33:00,Koramangala,Hebbal,11.0,252.52,Ola,D010
1373,2023-07-04 22:56:00,2023-07-04 23:15:00,Koramangala,Hebbal,9.2,229.64,Auto,D039
1374,2023-07-08 14:19:00,2023-07-08 15:04:00,Whitefield,MG Road,13.0,304.71,Ola,D041
1375,2023-07-29 13:45:00,2023-07-29 14:26:00,Indiranagar,MG Road,12.0,241.97,Ola,D040
1376,2023-07-07 11:33:00,2023-07-07 12:06:00,Electronic City,Jayanagar,8.7,159.41,Uber,D044
1377,2023-07-05 08:55:00,2023-07-05 09:20:00,MG Road,BTM Layout,14.1,347.9,Auto,D035
1378,2023-07-18 20:58:00,2023-07-18 21:14:00,Indiranagar,MG Road,6.0,141.94,Ola,D017
1379,2023-07-18 09:57:00,2023-07-18 10:36:00,Hebbal,Marathahalli,6.7,159.16,Uber,D044
1380,2023-07-09 09:48:00,2023-07-09 10:08:00,Electronic City,Indiranagar,6.1,125.71,Auto,D015
1381,2023-07-03 12:37:00,2023-07-03 12:58:00,Marathahalli,BTM Layout,11.9,256.55,Ola,D042
1382,2023-07-12 10:56:00,2023-07-12 11:33:00,MG Road,Whitefield,6.5,154.71,Auto,D020
1383,2023-07-09 10:38:00,2023-07-09 11:23:00,MG Road,Indiranagar,8.3,199.57,Ola,D021
1384,2023-07-22 21:34:00,2023-07-22 22:19:00,HSR Layout,Whitefield,13.6,281.36,Auto,D041
1385,2023-07-19 16:40:00,2023-07-19 17:23:00,Hebbal,Whitefield,4.4,108.46,Uber,D009
1386,2023-07-06 14:53:00,2023-07-06 15:09:00,Whitefield,Jayanagar,5.9,139.95,Uber,D020
1387,2023-07-04 14:18:00,2023-07-04 14:50:00,Hebbal,Indiranagar,3.1,66.05,Auto,D034
1388,2023-07-18 21:13:00,2023-07-18 21:27:00,Hebbal,Koramangala,4.2,90.73,Ola,D025
1389,2023-07-16 08:16:00,2023-07-16 08:33:00,Indiranagar,MG Road,6.9,133.69,Auto,D008
1390,2023-07-17 07:29:00,2023-07-17 08:09:00,Indiranagar,Marathahalli,12.4,281.2,Auto,D022
1391,2023-07-19 09:10:00,2023-07-19 09:37:00,HSR Layout,Marathahalli,3.7,91.6,Auto,D015
1392,2023-07-04 13:57:00,2023-07-04 14:42:00,Marathahalli,Indiranagar,4.3,90.37,Ola,D046
1393,2023-07-12 16:11:00,2023-07-12 16:24:00,Koramangala,BTM Layout,3.5,78.42,Uber,D019
1394,2023-07-25 07:01:00,2023-07-25 07:16:00,Indiranagar,HSR Layout,3.2,79.46,Auto,D009
1395,2023-07-02 12:48:00,2023-07-02 13:32:00,Koramangala,HSR Layout,10.4,225.88,Ola,D023
1396,2023-07-22 14:04:00,2023-07-22 14:38:00,Electronic City,Koramangala,6.8,161.12,Auto,D038
1397,2023-07-29 12:31:00,2023-07-29 13:12:00,Marathahalli,Indiranagar,5.1,93.06,Auto,D020
1398,2023-07-11 14:19:00,2023-07-11 14:43:00,BTM Layout,Whitefield,13.8,274.04,Uber,D023
1399,2023-07-06 08:05:00,2023-07-06 08:48:00,Jayanagar,HSR Layout,8.1,193.93,Auto,D029
1400,2023-07-30 08:25:00,2023-07-30 09:00:00,Jayanagar,Koramangala,12.1,284.69,Uber,D018
1401,2023-07-21 17:37:00,2023-07-21 18:06:00,Hebbal,Indiranagar,13.1,285.25,Ola,D002
1402,2023-07-29 08:40:00,2023-07-29 08:51:00,Whitefield,Hebbal,14.9,312.68,Uber,D016
1403,2023-07-28 22:08:00,2023-07-28 22:41:00,Hebbal,Jayanagar,14.5,318.98,Auto,D047
1404,2023-07-17 21:03:00,2023-07-17 21:19:00,Whitefield,BTM Layout,12.7,305.98,Ola,D013
1405,2023-07-13 16:15:00,2023-07-13 16:54:00,MG Road,HSR Layout,8.8,181.21,Ola,D022
1406,2023-07-04 20:05:00,2023-07-04 20:31:00,Marathahalli,Indiranagar,12.8,241.95,Auto,D032
1407,2023-07-02 11:15:00,2023-07-02 11:59:00,Hebbal,HSR Layout,6.8,133.78,Uber,D046
1408,2023-07-14 21:02:00,2023-07-14 21:38:00,HSR Layout,Hebbal,4.4,102.21,Ola,D024
1409,2023-07-01 19:15:00,2023-07-01 19:46:00,MG Road,Electronic City,6.7,145.3,Uber,D002
1410,2023-07-13 09:07:00,2023-07-13 09:46:00,MG Road,Jayanagar,13.4,301.01,Auto,D012
1411,2023-07-06 16:02:00,2023-07-06 16:27:00,Whitefield,Koramangala,9.4,203.66,Ola,D003
1412,2023-07-09 20:00:00,2023-07-09 20:11:00,BTM Layout,Koramangala,6.5,139.8,Auto,D022
1413,2023-07-12 17:35:00,2023-07-12 17:52:00,HSR Layout,Marathahalli,5.8,143.35,Uber,D008
1414,2023-07-16 08:09:00,2023-07-16 08:52:00,Hebbal,Jayanagar,8.6,185.2,Uber,D021
1415,2023-07-27 06:08:00,2023-07-27 06:32:00,Marathahalli,Koramangala,14.4,303.54,Ola,D028
1416,2023-07-17 21:25:00,2023-07-17 22:07:00,Marathahalli,Indiranagar,6.1,131.98,Uber,D018
1417,2023-07-01 12:27:00,2023-07-01 12:53:00,HSR Layout,BTM Layout,3.5,73.56,Uber,D012
1418,2023-07-01 17:42:00,2023-07-01 18:03:00,Marathahalli,Indiranagar,3.3,81.12,Ola,D029
1419,2023-07-11 17:02:00,2023-07-11 17:34:00,Indiranagar,HSR Layout,9.2,186.5,Auto,D023
1420,2023-07-01 08:22:00,2023-07-01 08:37:00,Marathahalli,Indiranagar,14.1,317.21,Ola,D006
1421,2023-07-27 07:51:00,2023-07-27 08:10:00,Whitefield,Jayanagar,7.5,178.81,Ola,D033
1422,2023-07-20 08:16:00,2023-07-20 08:36:00,Jayanagar,BTM Layout,12.0,281.86,Uber,D006
1423,2023-07-10 14:37:00,2023-07-10 15:17:00,Koramangala,Hebbal,3.7,91.11,Ola,D014
1424,2023-07-28 19:02:00,2023-07-28 19:37:00,Indiranagar,Hebbal,10.2,188.56,Ola,D005
1425,2023-07-08 09:54:00,2023-07-08 10:11:00,Marathahalli,BTM Layout,8.2,169.8,Ola,D013
1426,2023-07-21 12:09:00,2023-07-21 12:51:00,Jayanagar,Marathahalli,9.3,204.05,Uber,D026
1427,2023-07-25 20:07:00,2023-07-25 20:25:00,Jayanagar,HSR Layout,9.7,180.23,Auto,D046
1428,2023-07-28 22:03:00,2023-07-28 22:46:00,Marathahalli,HSR Layout,7.4,148.04,Auto,D022
1429,2023-07-08 19:33:00,2023-07-08 19:48:00,HSR Layout,BTM Layout,3.3,82.08,Auto,D037
1430,2023-07-21 12:19:00,2023-07-21 12:39:00,Electronic City,HSR Layout,3.6,68.19,Ola,D007
1431,2023-07-13 06:39:00,2023-07-13 06:55:00,Whitefield,Koramangala,8.1,175.04,Auto,D036
1432,2023-07-25 09:44:00,2023-07-25 10:17:00,Jayanagar,MG Road,7.0,152.18,Auto,D011
1433,2023-07-30 07:34:00,2023-07-30 07:52:00,Jayanagar,BTM Layout,5.7,125.11,Ola,D026
1434,2023-07-30 12:12:00,2023-07-30 12:27:00,BTM Layout,Indiranagar,14.2,350.64,Auto,D025
1435,2023-07-30 16:51:00,2023-07-30 17:12:00,Jayanagar,BTM Layout,9.6,228.49,Auto,D049
1436,2023-07-05 18:36:00,2023-07-05 18:49:00,Indiranagar,Koramangala,14.8,344.38,Ola,D014
1437,2023-07-01 15:06:00,2023-07-01 15:33:00,MG Road,BTM Layout,3.3,71.42,Auto,D020
1438,2023-07-16 17:20:00,2023-07-16 18:02:00,Whitefield,Hebbal,14.4,283.26,Ola,D040
1439,2023-07-24 19:53:00,2023-07-24 20:21:00,BTM Layout,Marathahalli,8.3,206.45,Ola,D011
1440,2023-07-23 13:00:00,2023-07-23 13:25:00,Hebbal,Indiranagar,12.7,279.81,Uber,D028
1441,2023-07-17 18:37:00,2023-07-17 18:58:00,BTM Layout,Marathahalli,3.2,61.87,Auto,D020
1442,2023-07-25 19:01:00,2023-07-25 19:13:00,Marathahalli,HSR Layout,5.3,120.01,Auto,D009
1443,2023-07-08 19:59:00,2023-07-08 20:16:00,Jayanagar,BTM Layout,5.8,125.26,Uber,D015
1444,2023-07-12 19:04:00,2023-07-12 19:23:00,Hebbal,HSR Layout,3.7,92.03,Ola,D047
1445,2023-07-17 09:11:00,2023-07-17 09:45:00,HSR Layout,MG Road,9.1,185.73,Ola,D007
1446,2023-07-21 17:12:00,2023-07-21 17:49:00,Hebbal,Marathahalli,8.7,176.51,Auto,D011
1447,2023-07-20 16:51:00,2023-07-20 17:07:00,Marathahalli,Electronic City,6.6,141.42,Ola,D044
1448,2023-07-02 07:39:00,2023-07-02 08:13:00,Hebbal,Marathahalli,13.2,312.91,Uber,D012
1449,2023-07-28 11:54:00,2023-07-28 12:33:00,Marathahalli,HSR Layout,8.7,161.51,Ola,D025
1450,2023-07-04 06:24:00,2023-07-04 06:34:00,HSR Layout,Hebbal,7.9,174.57,Auto,D043
1451,2023-07-21 22:07:00,2023-07-21 22:51:00,HSR Layout,Indiranagar,4.4,90.88,Ola,D013
1452,2023-07-09 18:17:00,2023-07-09 18:47:00,Jayanagar,BTM Layout,8.4,187.57,Auto,D045
1453,2023-07-20 11:18:00,2023-07-20 11:46:00,Koramangala,Hebbal,7.2,152.46,Uber,D002
1454,2023-07-11 21:47:00,2023-07-11 22:00:00,HSR Layout,MG Road,5.2,125.39,Ola,D009
1455,2023-07-04 09:22:00,2023-07-04 09:49:00,BTM Layout,MG Road,11.2,271.11,Auto,D027
1456,2023-07-22 06:07:00,2023-07-22 06:24:00,Whitefield,MG Road,7.2,165.86,Uber,D045
1457,2023-07-21 10:51:00,2023-07-21 11:19:00,Electronic City,Indiranagar,14.8,332.92,Uber,D050
1458,2023-07-02 21:24:00,2023-07-02 22:04:00,Whitefield,Electronic City,12.5,258.72,Ola,D004
1459,2023-07-30 10:20:00,2023-07-30 10:58:00,Koramangala,HSR Layout,11.7,257.21,Auto,D010
1460,2023-07-08 08:42:00,2023-07-08 09:16:00,Indiranagar,Electronic City,6.7,166.21,Uber,D004
1461,2023-07-11 13:03:00,2023-07-11 13:27:00,Jayanagar,Indiranagar,5.2,100.61,Uber,D008
1462,2023-07-29 06:04:00,2023-07-29 06:37:00,Hebbal,MG Road,7.2,168.5,Uber,D034
1463,2023-07-20 08:08:00,2023-07-20 08:31:00,HSR Layout,Electronic City,7.4,143.85,Uber,D024
1464,2023-07-24 11:15:00,2023-07-24 11:53:00,Hebbal,Electronic City,9.2,175.26,Uber,D002
1465,2023-07-06 12:16:00,2023-07-06 12:38:00,Hebbal,BTM Layout,10.0,181.63,Ola,D035
1466,2023-07-17 10:56:00,2023-07-17 11:13:00,BTM Layout,Electronic City,12.8,258.09,Uber,D040
1467,2023-07-16 19:20:00,2023-07-16 19:51:00,Indiranagar,BTM Layout,7.1,157.19,Uber,D045
1468,2023-07-12 16:56:00,2023-07-12 17:39:00,Jayanagar,Electronic City,7.3,151.37,Auto,D004
1469,2023-07-30 20:12:00,2023-07-30 20:32:00,Hebbal,Indiranagar,7.4,160.61,Uber,D041
1470,2023-07-06 10:33:00,2023-07-06 11:07:00,HSR Layout,Electronic City,10.9,260.36,Uber,D002
1471,2023-07-21 17:38:00,2023-07-21 17:55:00,MG Road,Jayanagar,10.5,225.51,Auto,D043
1472,2023-07-02 07:36:00,2023-07-02 08:04:00,MG Road,Electronic City,10.2,221.24,Ola,D034
1473,2023-07-01 16:46:00,2023-07-01 17:06:00,MG Road,Hebbal,14.8,288.5,Ola,D037
1474,2023-07-02 17:08:00,2023-07-02 17:21:00,Marathahalli,Jayanagar,5.9,108.35,Auto,D007
1475,2023-07-07 13:49:00,2023-07-07 14:22:00,Jayanagar,Whitefield,6.4,126.53,Auto,D007
1476,2023-07-14 12:00:00,2023-07-14 12:36:00,BTM Layout,Koramangala,6.9,127.7,Auto,D047
1477,2023-07-10 09:27:00,2023-07-10 09:50:00,Jayanagar,MG Road,5.3,115.35,Ola,D004
1478,2023-07-14 20:58:00,2023-07-14 21:27:00,Indiranagar,Marathahalli,6.4,155.79,Auto,D034
1479,2023-07-25 06:36:00,2023-07-25 07:06:00,BTM Layout,Indiranagar,12.0,239.65,Uber,D009
1480,2023-07-21 10:04:00,2023-07-21 10:36:00,BTM Layout,MG Road,7.3,133.73,Auto,D016
1481,2023-07-09 09:34:00,2023-07-09 10:00:00,Electronic City,HSR Layout,4.3,80.46,Auto,D049
1482,2023-07-16 08:45:00,2023-07-16 09:12:00,HSR Layout,Electronic City,3.9,84.99,Auto,D005
1483,2023-07-13 09:59:00,2023-07-13 10:13:00,Marathahalli,Indiranagar,4.3,102.73,Auto,D023
1484,2023-07-18 21:44:00,2023-07-18 22:04:00,HSR Layout,Hebbal,14.3,270.89,Ola,D029
1485,2023-07-15 16:20:00,2023-07-15 16:48:00,Hebbal,Marathahalli,8.8,172.01,Auto,D044
1486,2023-07-06 17:15:00,2023-07-06 17:47:00,Jayanagar,Marathahalli,5.8,106.73,Auto,D026
1487,2023-07-25 13:11:00,2023-07-25 13:31:00,Koramangala,Electronic City,6.4,130.06,Auto,D025
1488,2023-07-10 11:45:00,2023-07-10 12:23:00,Marathahalli,Jayanagar,12.4,236.77,Ola,D050
1489,2023-07-23 14:53:00,2023-07-23 15:08:00,Jayanagar,Electronic City,12.2,248.12,Uber,D021
